,artist_name,track_name,track_id,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
733,Avicii,Without You,7vlTfbRSSxcG3t0OhvjeQL,10,0.00163,https://api.spotify.com/v1/audio-analysis/7vlTfbRSSxcG3t0OhvjeQL,0.663,181673.0,0.857,0.0,2.0,0.0456,-4.844,1.0,0.0429,133.994,4.0,https://api.spotify.com/v1/tracks/7vlTfbRSSxcG3t0OhvjeQL,audio_features,spotify:track:7vlTfbRSSxcG3t0OhvjeQL,0.294
734,Montell Fish,Fall in Love with You.,31MQR9rOHRXyg4J01hRY1h,77,0.922,https://api.spotify.com/v1/audio-analysis/31MQR9rOHRXyg4J01hRY1h,0.483,132000.0,0.0394,0.0125,4.0,0.112,-19.525,1.0,0.0537,73.984,4.0,https://api.spotify.com/v1/tracks/31MQR9rOHRXyg4J01hRY1h,audio_features,spotify:track:31MQR9rOHRXyg4J01hRY1h,0.146
735,DJ Snake,Let Me Love You,6SlrSRKMQxqqMzuLq1EoGs,8,0.0863,https://api.spotify.com/v1/audio-analysis/6SlrSRKMQxqqMzuLq1EoGs,0.475,205947.0,0.715,2.67e-05,8.0,0.135,-5.371,1.0,0.058,199.892,4.0,https://api.spotify.com/v1/tracks/6SlrSRKMQxqqMzuLq1EoGs,audio_features,spotify:track:6SlrSRKMQxqqMzuLq1EoGs,0.159
736,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),0z8hI3OPS8ADPWtoCjjLl6,85,0.0297,https://api.spotify.com/v1/audio-analysis/0z8hI3OPS8ADPWtoCjjLl6,0.776,184104.0,0.808,0.000127,11.0,0.103,-4.501,1.0,0.117,123.988,4.0,https://api.spotify.com/v1/tracks/0z8hI3OPS8ADPWtoCjjLl6,audio_features,spotify:track:0z8hI3OPS8ADPWtoCjjLl6,0.494
737,The Killers,Mr. Brightside,0RhZESHKh53ihyCJ6dxCKH,9,0.00101,https://api.spotify.com/v1/audio-analysis/0RhZESHKh53ihyCJ6dxCKH,0.356,222587.0,0.924,0.0,1.0,0.0953,-3.74,1.0,0.0804,148.045,4.0,https://api.spotify.com/v1/tracks/0RhZESHKh53ihyCJ6dxCKH,audio_features,spotify:track:0RhZESHKh53ihyCJ6dxCKH,0.232
738,Summer Walker,Bitter - Narration By Cardi B,5cwnxz6QPfbOf731UPqphs,75,0.756,https://api.spotify.com/v1/audio-analysis/5cwnxz6QPfbOf731UPqphs,0.638,281112.0,0.375,0.0,0.0,0.153,-11.508,0.0,0.345,93.471,4.0,https://api.spotify.com/v1/tracks/5cwnxz6QPfbOf731UPqphs,audio_features,spotify:track:5cwnxz6QPfbOf731UPqphs,0.328
739,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),7wZuDbQw9JY9g5I9923Ohd,4,0.285,https://api.spotify.com/v1/audio-analysis/7wZuDbQw9JY9g5I9923Ohd,0.558,251500.0,0.78,0.0,5.0,0.473,-4.552,1.0,0.0523,124.745,4.0,https://api.spotify.com/v1/tracks/7wZuDbQw9JY9g5I9923Ohd,audio_features,spotify:track:7wZuDbQw9JY9g5I9923Ohd,0.189
740,Luke Combs,South On Ya,0cvmA0xg8FkzKvBnO8987X,74,0.017,https://api.spotify.com/v1/audio-analysis/0cvmA0xg8FkzKvBnO8987X,0.586,171865.0,0.931,0.0,7.0,0.0498,-4.096,1.0,0.0453,134.051,4.0,https://api.spotify.com/v1/tracks/0cvmA0xg8FkzKvBnO8987X,audio_features,spotify:track:0cvmA0xg8FkzKvBnO8987X,0.472
741,Maroon 5,This Love,4RHgh6LMfHqGwQ5QwULV5F,11,0.0606,https://api.spotify.com/v1/audio-analysis/4RHgh6LMfHqGwQ5QwULV5F,0.712,205747.0,0.868,0.0,5.0,0.0897,-4.098,0.0,0.038,95.041,4.0,https://api.spotify.com/v1/tracks/4RHgh6LMfHqGwQ5QwULV5F,audio_features,spotify:track:4RHgh6LMfHqGwQ5QwULV5F,0.758
742,Justin Bieber,Anyone,31qCy5ZaophVA81wtlwLc4,81,0.181,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,0.686,190779.0,0.538,3.13e-06,2.0,0.113,-8.026,1.0,0.0345,115.884,4.0,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,audio_features,spotify:track:31qCy5ZaophVA81wtlwLc4,0.584
743,Maroon 5,She Will Be Loved,5gXfrRPG8gsen7EAWTIopb,11,0.0544,https://api.spotify.com/v1/audio-analysis/5gXfrRPG8gsen7EAWTIopb,0.7,257987.0,0.719,0.0,0.0,0.146,-5.366,0.0,0.0299,102.049,4.0,https://api.spotify.com/v1/tracks/5gXfrRPG8gsen7EAWTIopb,audio_features,spotify:track:5gXfrRPG8gsen7EAWTIopb,0.554
744,Rod Wave,Tombstone,3zc8VZEpM1onYV4FWGdFvm,72,0.597,https://api.spotify.com/v1/audio-analysis/3zc8VZEpM1onYV4FWGdFvm,0.55,160078.0,0.637,0.0,8.0,0.129,-5.212,1.0,0.163,84.448,4.0,https://api.spotify.com/v1/tracks/3zc8VZEpM1onYV4FWGdFvm,audio_features,spotify:track:3zc8VZEpM1onYV4FWGdFvm,0.535
745,Bon Jovi,Livin' On A Prayer,61Zo5g7gnozDu1ilEEHGKe,8,0.0678,https://api.spotify.com/v1/audio-analysis/61Zo5g7gnozDu1ilEEHGKe,0.527,250627.0,0.89,0.000162,0.0,0.222,-3.335,1.0,0.0338,122.494,4.0,https://api.spotify.com/v1/tracks/61Zo5g7gnozDu1ilEEHGKe,audio_features,spotify:track:61Zo5g7gnozDu1ilEEHGKe,0.818
746,Vance Joy,Missing Piece,5YqdiryRmdAzYFlxo43hAJ,78,0.0155,https://api.spotify.com/v1/audio-analysis/5YqdiryRmdAzYFlxo43hAJ,0.628,217408.0,0.877,5.97e-06,0.0,0.113,-4.205,1.0,0.046,101.992,4.0,https://api.spotify.com/v1/tracks/5YqdiryRmdAzYFlxo43hAJ,audio_features,spotify:track:5YqdiryRmdAzYFlxo43hAJ,0.721
747,Lorde,Royals,0gBEgK04OB1eWnwtXEirFD,8,0.113,https://api.spotify.com/v1/audio-analysis/0gBEgK04OB1eWnwtXEirFD,0.665,189853.0,0.476,0.0,7.0,0.33,-8.477,1.0,0.137,84.881,4.0,https://api.spotify.com/v1/tracks/0gBEgK04OB1eWnwtXEirFD,audio_features,spotify:track:0gBEgK04OB1eWnwtXEirFD,0.385
748,Niko Moon,GOOD TIME,2S8UMuLJ0z8agFgFGJ6Ztt,73,0.0874,https://api.spotify.com/v1/audio-analysis/2S8UMuLJ0z8agFgFGJ6Ztt,0.802,214720.0,0.59,0.0,5.0,0.275,-7.189,1.0,0.0493,138.084,4.0,https://api.spotify.com/v1/tracks/2S8UMuLJ0z8agFgFGJ6Ztt,audio_features,spotify:track:2S8UMuLJ0z8agFgFGJ6Ztt,0.687
749,Gryffin,Tie Me Down,5COTU2tAzols6Chd2VOiOu,9,0.136,https://api.spotify.com/v1/audio-analysis/5COTU2tAzols6Chd2VOiOu,0.608,218240.0,0.845,0.0,6.0,0.111,-2.292,1.0,0.0597,98.976,4.0,https://api.spotify.com/v1/tracks/5COTU2tAzols6Chd2VOiOu,audio_features,spotify:track:5COTU2tAzols6Chd2VOiOu,0.322
750,Bo Burnham,Welcome to the Internet,25AvaE23MXl06YRtQcQoJS,76,0.663,https://api.spotify.com/v1/audio-analysis/25AvaE23MXl06YRtQcQoJS,0.665,275999.0,0.527,0.0,2.0,0.306,-8.588,0.0,0.429,94.711,3.0,https://api.spotify.com/v1/tracks/25AvaE23MXl06YRtQcQoJS,audio_features,spotify:track:25AvaE23MXl06YRtQcQoJS,0.219
751,Social House,Magic In The Hamptons,7mgmswmA6aPF4sG9dtEBa7,8,0.66,https://api.spotify.com/v1/audio-analysis/7mgmswmA6aPF4sG9dtEBa7,0.769,164640.0,0.479,0.0,1.0,0.0914,-5.339,1.0,0.0385,96.05,4.0,https://api.spotify.com/v1/tracks/7mgmswmA6aPF4sG9dtEBa7,audio_features,spotify:track:7mgmswmA6aPF4sG9dtEBa7,0.803
752,Bella Poarch,Build a Bitch,7BoobGhD4x5K96Me0hqC8Q,82,0.217,https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q,0.855,122773.0,0.463,1.77e-05,3.0,0.347,-7.454,1.0,0.0367,102.931,4.0,https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q,audio_features,spotify:track:7BoobGhD4x5K96Me0hqC8Q,0.866
753,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1gbx9AlPSKhhRizQNPJxBZ,9,0.0305,https://api.spotify.com/v1/audio-analysis/1gbx9AlPSKhhRizQNPJxBZ,0.671,202440.0,0.806,1.2e-05,7.0,0.298,-5.198,0.0,0.0889,104.39,4.0,https://api.spotify.com/v1/tracks/1gbx9AlPSKhhRizQNPJxBZ,audio_features,spotify:track:1gbx9AlPSKhhRizQNPJxBZ,0.646
754,Bankrol Hayden,Come Through (feat. Lil Tecca),3RoCi49XvcidDK7OqGw7fb,77,0.41,https://api.spotify.com/v1/audio-analysis/3RoCi49XvcidDK7OqGw7fb,0.872,112614.0,0.623,0.0,3.0,0.184,-3.94,0.0,0.0389,104.07,4.0,https://api.spotify.com/v1/tracks/3RoCi49XvcidDK7OqGw7fb,audio_features,spotify:track:3RoCi49XvcidDK7OqGw7fb,0.72
755,The Harvard Krokodiloes,I Can't Believe That You're in Love with Me / This Can't Be Love,50meWHpkwVAWRFRQTLeeXj,2,0.86,https://api.spotify.com/v1/audio-analysis/50meWHpkwVAWRFRQTLeeXj,0.444,175500.0,0.431,0.0,10.0,0.0723,-6.85,1.0,0.0374,77.138,4.0,https://api.spotify.com/v1/tracks/50meWHpkwVAWRFRQTLeeXj,audio_features,spotify:track:50meWHpkwVAWRFRQTLeeXj,0.715
756,Morgan Wallen,Dangerous,1MX19fnaW1OUQoglWTYaOo,72,0.216,https://api.spotify.com/v1/audio-analysis/1MX19fnaW1OUQoglWTYaOo,0.635,147893.0,0.772,0.0,7.0,0.285,-4.825,1.0,0.0279,119.017,4.0,https://api.spotify.com/v1/tracks/1MX19fnaW1OUQoglWTYaOo,audio_features,spotify:track:1MX19fnaW1OUQoglWTYaOo,0.948
757,DeBarge,"Rhythm Of The Night - From ""The Last Dragon"" Soundtrack",1vOUIgIEB5e1C2BeijkEIz,6,0.0858,https://api.spotify.com/v1/audio-analysis/1vOUIgIEB5e1C2BeijkEIz,0.677,229640.0,0.918,2.49e-06,11.0,0.0621,-5.526,0.0,0.0418,116.419,4.0,https://api.spotify.com/v1/tracks/1vOUIgIEB5e1C2BeijkEIz,audio_features,spotify:track:1vOUIgIEB5e1C2BeijkEIz,0.967
758,BTS,Permission to Dance,0LThjFY2iTtNdd4wviwVV2,85,0.00544,https://api.spotify.com/v1/audio-analysis/0LThjFY2iTtNdd4wviwVV2,0.702,187585.0,0.741,0.0,9.0,0.337,-5.33,1.0,0.0427,124.925,4.0,https://api.spotify.com/v1/tracks/0LThjFY2iTtNdd4wviwVV2,audio_features,spotify:track:0LThjFY2iTtNdd4wviwVV2,0.646
759,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,5kr9kiijNNnokPCCFQlvG0,11,0.0147,https://api.spotify.com/v1/audio-analysis/5kr9kiijNNnokPCCFQlvG0,0.572,214912.0,0.81,6.94e-06,1.0,0.13,-5.791,0.0,0.0557,126.045,4.0,https://api.spotify.com/v1/tracks/5kr9kiijNNnokPCCFQlvG0,audio_features,spotify:track:5kr9kiijNNnokPCCFQlvG0,0.106
760,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,87,0.0354,https://api.spotify.com/v1/audio-analysis/7rglLriMNBPAyuJOMGwi39,0.795,202735.0,0.8,7.25e-05,1.0,0.0915,-6.32,1.0,0.0309,116.032,4.0,https://api.spotify.com/v1/tracks/7rglLriMNBPAyuJOMGwi39,audio_features,spotify:track:7rglLriMNBPAyuJOMGwi39,0.934
761,Marshmello,Happier,0vQu4oxd2s2EtFtCHwfq4K,8,0.191,https://api.spotify.com/v1/audio-analysis/0vQu4oxd2s2EtFtCHwfq4K,0.687,214290.0,0.792,0.0,5.0,0.167,-2.749,1.0,0.0452,100.011,4.0,https://api.spotify.com/v1/tracks/0vQu4oxd2s2EtFtCHwfq4K,audio_features,spotify:track:0vQu4oxd2s2EtFtCHwfq4K,0.671
762,Los Del Limit,Siendo Sincero,6HgiRuV6ITWQBGsJ1HDjz1,74,0.693,https://api.spotify.com/v1/audio-analysis/6HgiRuV6ITWQBGsJ1HDjz1,0.505,174000.0,0.335,1.4e-05,3.0,0.117,-10.027,0.0,0.0359,165.431,3.0,https://api.spotify.com/v1/tracks/6HgiRuV6ITWQBGsJ1HDjz1,audio_features,spotify:track:6HgiRuV6ITWQBGsJ1HDjz1,0.645
763,Johann Strauss II,"Furioso-Polka, Op. 260",1rPAhbzCFmEKI1CwWz8L30,16,0.873,https://api.spotify.com/v1/audio-analysis/1rPAhbzCFmEKI1CwWz8L30,0.386,142320.0,0.602,0.919,11.0,0.0744,-13.88,1.0,0.0658,167.765,4.0,https://api.spotify.com/v1/tracks/1rPAhbzCFmEKI1CwWz8L30,audio_features,spotify:track:1rPAhbzCFmEKI1CwWz8L30,0.406
764,Blueface,Outside (Better Days),26BMsCXJpD7eYtP7ufhApC,75,0.333,https://api.spotify.com/v1/audio-analysis/26BMsCXJpD7eYtP7ufhApC,0.67,148715.0,0.424,0.0,9.0,0.112,-14.297,0.0,0.292,77.685,4.0,https://api.spotify.com/v1/tracks/26BMsCXJpD7eYtP7ufhApC,audio_features,spotify:track:26BMsCXJpD7eYtP7ufhApC,0.743
765,Johann Strauss II,"Stürmisch in Lieb' und Tanz, Polka schnell, Op. 393",3pFONpfEqLegAj6klDDQFM,17,0.901,https://api.spotify.com/v1/audio-analysis/3pFONpfEqLegAj6klDDQFM,0.391,135413.0,0.45,0.379,5.0,0.0793,-14.744,1.0,0.0587,170.232,4.0,https://api.spotify.com/v1/tracks/3pFONpfEqLegAj6klDDQFM,audio_features,spotify:track:3pFONpfEqLegAj6klDDQFM,0.609
766,Drake,You Only Live Twice (with Lil Wayne & Rick Ross),50ceCGZ3oD3U5caQV5bP6f,75,0.118,https://api.spotify.com/v1/audio-analysis/50ceCGZ3oD3U5caQV5bP6f,0.519,213104.0,0.851,0.0,7.0,0.178,-6.001,1.0,0.29,123.823,5.0,https://api.spotify.com/v1/tracks/50ceCGZ3oD3U5caQV5bP6f,audio_features,spotify:track:50ceCGZ3oD3U5caQV5bP6f,0.711
767,Lady Gaga,Just Dance,3eMhCTIYsK4pVMWPEnDQ2D,8,0.0318,https://api.spotify.com/v1/audio-analysis/3eMhCTIYsK4pVMWPEnDQ2D,0.813,244055.0,0.74,1.43e-05,1.0,0.166,-4.668,0.0,0.0327,118.976,4.0,https://api.spotify.com/v1/tracks/3eMhCTIYsK4pVMWPEnDQ2D,audio_features,spotify:track:3eMhCTIYsK4pVMWPEnDQ2D,0.699
768,Grupo Firme,En Tu Perra Vida,0ldT3gl7aGNzrJyd4b1CA4,81,0.353,https://api.spotify.com/v1/audio-analysis/0ldT3gl7aGNzrJyd4b1CA4,0.546,238677.0,0.438,0.0,5.0,0.261,-4.748,1.0,0.0669,112.136,3.0,https://api.spotify.com/v1/tracks/0ldT3gl7aGNzrJyd4b1CA4,audio_features,spotify:track:0ldT3gl7aGNzrJyd4b1CA4,0.568
769,Johann Strauss I,"Venetianer-Galopp, Op. 74",2JiapUhhbwvqJzA8WmNV4N,18,0.739,https://api.spotify.com/v1/audio-analysis/2JiapUhhbwvqJzA8WmNV4N,0.559,122920.0,0.336,0.248,11.0,0.115,-16.448,1.0,0.0457,79.348,4.0,https://api.spotify.com/v1/tracks/2JiapUhhbwvqJzA8WmNV4N,audio_features,spotify:track:2JiapUhhbwvqJzA8WmNV4N,0.645
770,ame,raining for hours,3L1JHXiqNOJ57w3n2R3HyU,77,0.152,https://api.spotify.com/v1/audio-analysis/3L1JHXiqNOJ57w3n2R3HyU,0.231,131500.0,0.976,0.987,10.0,0.48,-27.426,0.0,0.0487,96.552,5.0,https://api.spotify.com/v1/tracks/3L1JHXiqNOJ57w3n2R3HyU,audio_features,spotify:track:3L1JHXiqNOJ57w3n2R3HyU,0.00672
771,Johann Strauss II,"Im Krapfenwald'l, Polka française, Op. 336",20X3HiWyrMgsLMQYxdeWap,17,0.961,https://api.spotify.com/v1/audio-analysis/20X3HiWyrMgsLMQYxdeWap,0.503,251907.0,0.147,0.473,11.0,0.0852,-20.073,1.0,0.0545,89.08,4.0,https://api.spotify.com/v1/tracks/20X3HiWyrMgsLMQYxdeWap,audio_features,spotify:track:20X3HiWyrMgsLMQYxdeWap,0.447
772,Billie Eilish,Halley's Comet,5XsAal7ZcWg1I5T4NcRjkv,78,0.961,https://api.spotify.com/v1/audio-analysis/5XsAal7ZcWg1I5T4NcRjkv,0.403,234761.0,0.159,0.0121,1.0,0.34,-16.728,0.0,0.104,72.38,4.0,https://api.spotify.com/v1/tracks/5XsAal7ZcWg1I5T4NcRjkv,audio_features,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,0.0381
773,The Screaming Jets,C'mon - 2021,3SPsE1DUR69FbGizilAYC7,18,0.000113,https://api.spotify.com/v1/audio-analysis/3SPsE1DUR69FbGizilAYC7,0.414,198053.0,0.961,0.0299,11.0,0.241,-3.823,0.0,0.189,145.947,4.0,https://api.spotify.com/v1/tracks/3SPsE1DUR69FbGizilAYC7,audio_features,spotify:track:3SPsE1DUR69FbGizilAYC7,0.256
774,YNW Melly,Mind of Melvin (feat. Lil Uzi Vert),5xyLeb2q1lxDf7hXKYlC1H,73,0.448,https://api.spotify.com/v1/audio-analysis/5xyLeb2q1lxDf7hXKYlC1H,0.663,230881.0,0.432,2.62e-05,8.0,0.152,-8.553,1.0,0.0382,130.108,4.0,https://api.spotify.com/v1/tracks/5xyLeb2q1lxDf7hXKYlC1H,audio_features,spotify:track:5xyLeb2q1lxDf7hXKYlC1H,0.307
775,Maxi Degrassi,Syrah,1SJb7Wei4hCtAJ3g7kUBff,7,0.000921,https://api.spotify.com/v1/audio-analysis/1SJb7Wei4hCtAJ3g7kUBff,0.809,570000.0,0.594,0.868,6.0,0.053,-8.751,0.0,0.0686,120.004,4.0,https://api.spotify.com/v1/tracks/1SJb7Wei4hCtAJ3g7kUBff,audio_features,spotify:track:1SJb7Wei4hCtAJ3g7kUBff,0.752
776,LeeHi,ONLY,6TBJkXHPhu3EsMk1bshwuI,85,0.892,https://api.spotify.com/v1/audio-analysis/6TBJkXHPhu3EsMk1bshwuI,0.536,240907.0,0.296,0.0,5.0,0.0873,-7.451,1.0,0.0346,122.907,3.0,https://api.spotify.com/v1/tracks/6TBJkXHPhu3EsMk1bshwuI,audio_features,spotify:track:6TBJkXHPhu3EsMk1bshwuI,0.151
777,Ramiro Drisdale,Ereni,5RT2QSNiO8hb2Sz6GwqZgs,7,0.000166,https://api.spotify.com/v1/audio-analysis/5RT2QSNiO8hb2Sz6GwqZgs,0.797,503280.0,0.786,0.867,0.0,0.594,-8.511,1.0,0.0442,124.009,4.0,https://api.spotify.com/v1/tracks/5RT2QSNiO8hb2Sz6GwqZgs,audio_features,spotify:track:5RT2QSNiO8hb2Sz6GwqZgs,0.684
778,Rod Wave,Richer,0mehSdTadpXbHAWTrnrIXO,73,0.438,https://api.spotify.com/v1/audio-analysis/0mehSdTadpXbHAWTrnrIXO,0.726,190459.0,0.411,0.0,1.0,0.087,-12.929,1.0,0.0671,137.905,3.0,https://api.spotify.com/v1/tracks/0mehSdTadpXbHAWTrnrIXO,audio_features,spotify:track:0mehSdTadpXbHAWTrnrIXO,0.734
779,Gonzalo Sacc,Lonely,45dzl6khGtl350xtfijwia,11,0.00955,https://api.spotify.com/v1/audio-analysis/45dzl6khGtl350xtfijwia,0.767,494000.0,0.849,0.911,10.0,0.0415,-6.202,1.0,0.0425,120.009,4.0,https://api.spotify.com/v1/tracks/45dzl6khGtl350xtfijwia,audio_features,spotify:track:45dzl6khGtl350xtfijwia,0.685
780,Sech,911 - Remix,27RSJHEA99Y0Vsow7nA37A,86,0.165,https://api.spotify.com/v1/audio-analysis/27RSJHEA99Y0Vsow7nA37A,0.816,208631.0,0.71,0.0,7.0,0.292,-3.728,1.0,0.0398,93.02,4.0,https://api.spotify.com/v1/tracks/27RSJHEA99Y0Vsow7nA37A,audio_features,spotify:track:27RSJHEA99Y0Vsow7nA37A,0.784
781,Van Der Graaf Generator,Refugees - Remastered 2021,1kpmkD4P5Ss4vDTFPDv73n,12,0.0673,https://api.spotify.com/v1/audio-analysis/1kpmkD4P5Ss4vDTFPDv73n,0.143,381689.0,0.357,0.00276,0.0,0.0611,-13.955,1.0,0.0331,79.605,4.0,https://api.spotify.com/v1/tracks/1kpmkD4P5Ss4vDTFPDv73n,audio_features,spotify:track:1kpmkD4P5Ss4vDTFPDv73n,0.317
782,Billie Eilish,NDA,38GBNKZUhfBkk3oNlWzRYd,80,0.341,https://api.spotify.com/v1/audio-analysis/38GBNKZUhfBkk3oNlWzRYd,0.765,195777.0,0.373,0.525,8.0,0.112,-9.921,1.0,0.0713,85.016,4.0,https://api.spotify.com/v1/tracks/38GBNKZUhfBkk3oNlWzRYd,audio_features,spotify:track:38GBNKZUhfBkk3oNlWzRYd,0.554
783,Kaotic Chemistry,Jupiter - 2021 Rebuild,0BryN3TZQSpsZnAo3VD40g,7,0.000784,https://api.spotify.com/v1/audio-analysis/0BryN3TZQSpsZnAo3VD40g,0.577,376657.0,0.965,0.9,1.0,0.153,-4.263,1.0,0.0456,159.544,4.0,https://api.spotify.com/v1/tracks/0BryN3TZQSpsZnAo3VD40g,audio_features,spotify:track:0BryN3TZQSpsZnAo3VD40g,0.633
784,Ed Sheeran,2step,2SUxn2O9NHL6GHGQFgwCY0,83,0.169,https://api.spotify.com/v1/audio-analysis/2SUxn2O9NHL6GHGQFgwCY0,0.763,153627.0,0.661,0.0,4.0,0.117,-5.592,0.0,0.056,95.002,4.0,https://api.spotify.com/v1/tracks/2SUxn2O9NHL6GHGQFgwCY0,audio_features,spotify:track:2SUxn2O9NHL6GHGQFgwCY0,0.632
785,Cowboys & Aliens,Cruiser - Remastered 2021,17vLGAkgpj34E5mOkvjD29,6,1.86e-05,https://api.spotify.com/v1/audio-analysis/17vLGAkgpj34E5mOkvjD29,0.295,448789.0,0.942,0.173,5.0,0.0897,-4.953,1.0,0.0391,106.172,4.0,https://api.spotify.com/v1/tracks/17vLGAkgpj34E5mOkvjD29,audio_features,spotify:track:17vLGAkgpj34E5mOkvjD29,0.338
786,Lil Nas X,DOLLA SIGN SLIME (feat. Megan Thee Stallion),7zQirOExB0VR8yWUOqYeio,77,0.0504,https://api.spotify.com/v1/audio-analysis/7zQirOExB0VR8yWUOqYeio,0.923,145075.0,0.533,0.0,11.0,0.102,-6.016,0.0,0.262,133.991,4.0,https://api.spotify.com/v1/tracks/7zQirOExB0VR8yWUOqYeio,audio_features,spotify:track:7zQirOExB0VR8yWUOqYeio,0.587
787,Klaus Doldinger,Allegory - 2021 Remastered,2pTtFav3GR2PZmaJHDkeOx,3,0.0372,https://api.spotify.com/v1/audio-analysis/2pTtFav3GR2PZmaJHDkeOx,0.576,224600.0,0.714,0.187,3.0,0.0662,-9.523,1.0,0.0315,140.705,4.0,https://api.spotify.com/v1/tracks/2pTtFav3GR2PZmaJHDkeOx,audio_features,spotify:track:2pTtFav3GR2PZmaJHDkeOx,0.791
788,Parmalee,Take My Name,50fXFVykkwS6Om9eqjTK44,72,0.222,https://api.spotify.com/v1/audio-analysis/50fXFVykkwS6Om9eqjTK44,0.559,157907.0,0.66,0.0,7.0,0.193,-4.143,1.0,0.0512,163.957,4.0,https://api.spotify.com/v1/tracks/50fXFVykkwS6Om9eqjTK44,audio_features,spotify:track:50fXFVykkwS6Om9eqjTK44,0.574
789,Van Der Graaf Generator,White Hammer - Remastered 2021,5WrRfGLskEOGnj5qxwsLVR,11,0.0228,https://api.spotify.com/v1/audio-analysis/5WrRfGLskEOGnj5qxwsLVR,0.192,495756.0,0.431,0.0407,7.0,0.0914,-13.876,1.0,0.0405,85.586,4.0,https://api.spotify.com/v1/tracks/5WrRfGLskEOGnj5qxwsLVR,audio_features,spotify:track:5WrRfGLskEOGnj5qxwsLVR,0.17
790,Lovejoy,Perfume,3Fn9orcpHw3TuqfB2NmZGC,76,0.000247,https://api.spotify.com/v1/audio-analysis/3Fn9orcpHw3TuqfB2NmZGC,0.623,207010.0,0.788,0.271,8.0,0.0978,-7.777,1.0,0.0415,121.974,4.0,https://api.spotify.com/v1/tracks/3Fn9orcpHw3TuqfB2NmZGC,audio_features,spotify:track:3Fn9orcpHw3TuqfB2NmZGC,0.955
791,Dreaman,Live As One - Space Mix,0zEEPRgjvHYEfxaZ5dasKu,0,0.0208,https://api.spotify.com/v1/audio-analysis/0zEEPRgjvHYEfxaZ5dasKu,0.51,174119.0,0.558,0.949,0.0,0.218,-9.864,1.0,0.0369,134.978,4.0,https://api.spotify.com/v1/tracks/0zEEPRgjvHYEfxaZ5dasKu,audio_features,spotify:track:0zEEPRgjvHYEfxaZ5dasKu,0.745
792,Lil Wayne,Feelin' Like Tunechi,4HTY26kzdGCKJF1EqcRd2J,74,0.174,https://api.spotify.com/v1/audio-analysis/4HTY26kzdGCKJF1EqcRd2J,0.559,186060.0,0.532,0.0,5.0,0.136,-7.679,0.0,0.353,85.843,5.0,https://api.spotify.com/v1/tracks/4HTY26kzdGCKJF1EqcRd2J,audio_features,spotify:track:4HTY26kzdGCKJF1EqcRd2J,0.529
793,Smooth Dinner Jazz,Mysterious Ambience for 2021,7JbCtHITcxozCi7ToiRl9O,3,0.981,https://api.spotify.com/v1/audio-analysis/7JbCtHITcxozCi7ToiRl9O,0.827,121858.0,0.0163,0.953,4.0,0.0923,-20.922,1.0,0.0845,134.198,4.0,https://api.spotify.com/v1/tracks/7JbCtHITcxozCi7ToiRl9O,audio_features,spotify:track:7JbCtHITcxozCi7ToiRl9O,0.0695
794,Conan Gray,Telepath,3Z39gbqdaGL3WJXBG0gcuE,78,0.00298,https://api.spotify.com/v1/audio-analysis/3Z39gbqdaGL3WJXBG0gcuE,0.606,194973.0,0.819,0.0,9.0,0.0702,-4.804,1.0,0.049,75.006,4.0,https://api.spotify.com/v1/tracks/3Z39gbqdaGL3WJXBG0gcuE,audio_features,spotify:track:3Z39gbqdaGL3WJXBG0gcuE,0.744
795,Pal Hwang Dan,13 Years,0i37EPxyPUjg4M2jy8PcEq,5,0.00256,https://api.spotify.com/v1/audio-analysis/0i37EPxyPUjg4M2jy8PcEq,0.646,282286.0,0.631,0.0928,0.0,0.146,-4.811,0.0,0.0453,119.975,4.0,https://api.spotify.com/v1/tracks/0i37EPxyPUjg4M2jy8PcEq,audio_features,spotify:track:0i37EPxyPUjg4M2jy8PcEq,0.626
796,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,84,0.216,https://api.spotify.com/v1/audio-analysis/5K6Ssv4Z3zRvxt0P6EKUAP,0.595,183726.0,0.784,0.0,1.0,0.0608,-4.878,1.0,0.102,124.111,4.0,https://api.spotify.com/v1/tracks/5K6Ssv4Z3zRvxt0P6EKUAP,audio_features,spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,0.479
